Augmented_Smiles,Augmented_Selfies
c1ccnc(-c2ccc(CN(C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@@H](NC(OC)=O)C(C)(C)C)O)NC(=O)[C@H](C(C)(C)C)NC(OC)=O)cc2)c1,[C][=C][C][=N][C][Branch2][#Branch1][C][C][=C][C][=C][Branch2][=Branch1][=Branch1][C][N][Branch2][Ring2][#Branch2][C][C@@H1][Branch2][Ring2][Ring2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][N][C][Branch1][Ring1][O][C][=O][C][Branch1][C][C][Branch1][C][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][Branch1][Ring1][O][C][=O][C][=C][Ring2][Ring2][=N][=C][Ring2][Branch1][Ring1]
[C@@H](NC(=O)[C@@H](NC(OC)=O)C(C)(C)C)([C@@H](O)CN(NC(=O)[C@H](C(C)(C)C)NC(=O)OC)Cc1ccc(-c2ncccc2)cc1)Cc1ccccc1,[C@@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][N][C][Branch1][Ring1][O][C][=O][C][Branch1][C][C][Branch1][C][C][C][Branch2][Branch1][Ring2][C@@H1][Branch1][C][O][C][N][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][Branch1][=Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
C1N(C[C@@H](O)C[C@H](C(N[C@H]2c3c(cccc3)C[C@H]2O)=O)Cc2ccccc2)[C@H](C(NC(C)(C)C)=O)CN(Cc2cnccc2)C1,[C][N][Branch2][Ring2][#Branch2][C][C@@H1][Branch1][C][O][C][C@H1][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][N][C@H1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring2][=N]
C([C@H](C(N[C@H]1c2ccccc2C[C@H]1O)=O)Cc1ccccc1)[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cccnc2)CC1,[C][Branch2][Ring1][P][C@H1][Branch2][Ring1][Ring2][C][Branch1][S][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2]
c1(C[C@H](C[C@@H](CN2[C@H](C(NC(C)(C)C)=O)CN(Cc3cnccc3)CC2)O)C(=O)N[C@H]2c3c(cccc3)C[C@H]2O)ccccc1,[C][Branch2][=Branch1][Branch1][C][C@H1][Branch2][Ring2][O][C][C@@H1][Branch2][Ring2][Branch1][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2][O][C][=Branch1][C][=O][N][C@H1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][=C][C][=C][C][=C][Ring2][Ring2][=N]
CC(C)(NC(=O)[C@@H]1CN(Cc2cnccc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(N[C@@H]1[C@H](O)Cc2c1cccc2)=O)C,[C][C][Branch1][C][C][Branch2][Branch1][P][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][N][Ring1][=N][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][C][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][=O][C]
C1[C@@H](C(NC(C)(C)C)=O)N(C[C@@H](O)C[C@H](C(=O)N[C@@H]2[C@H](O)Cc3ccccc32)Cc2ccccc2)CCN1Cc1cnccc1,[C][C@@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Ring2][=Branch2][C][C@@H1][Branch1][C][O][C][C@H1][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Ring2][Ring2][=Branch1][C][C][=C][N][=C][C][=C][Ring1][=Branch1]
[C@H]1(C(=O)NC(C)(C)C)N(C[C@@H](O)C[C@H](C(=O)N[C@@H]2[C@H](O)Cc3ccccc32)Cc2ccccc2)CCN(Cc2cnccc2)C1,[C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][N][Branch2][Ring2][=Branch2][C][C@@H1][Branch1][C][O][C][C@H1][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring2][=N]
C([C@@H](CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)O)[C@@H](Cc1ccccc1)C(N[C@@H]1[C@H](O)Cc2c1cccc2)=O,[C][Branch2][Ring2][#Branch2][C@@H1][Branch2][Ring2][Branch1][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][C][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][=O]
CC(C)(NC([C@H]1N(C[C@@H](O)C[C@H](C(N[C@@H]2[C@H](O)Cc3ccccc32)=O)Cc2ccccc2)CCN(Cc2cnccc2)C1)=O)C,[C][C][Branch1][C][C][Branch2][=Branch1][#Branch1][N][C][Branch2][Branch1][P][C@H1][N][Branch2][Ring2][#Branch2][C][C@@H1][Branch1][C][O][C][C@H1][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring2][=Branch1][=O][C]
c1c(CN2CCN(C[C@H](C[C@@H](Cc3ccccc3)C(N[C@@H]3[C@H](O)Cc4ccccc43)=O)O)[C@H](C(=O)NC(C)(C)C)C2)cncc1,[C][=C][Branch2][=Branch1][=Branch1][C][N][C][C][N][Branch2][Ring2][#Branch2][C][C@H1][Branch2][Ring2][Ring2][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][C][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=O][O][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][=Branch1][C][=N][C][=C][Ring2][Ring2][=N]
C(N1[C@H](C(=O)NC(C)(C)C)CN(Cc2cccnc2)CC1)[C@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)O,[C][Branch2][Ring2][Ring2][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2][C@H1][Branch2][Ring2][Ring1][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch1][C][O][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][O]
c1(Nc2cc(C)c(Oc3cc4ncnn4cc3)cc2)ncnc2ccc(NC3=NC(C)(C)CO3)cc12,[C][Branch2][Ring1][=N][N][C][=C][C][Branch1][C][C][=C][Branch1][#C][O][C][=C][C][=N][C][=N][N][Ring1][Branch1][C][=C][Ring1][=Branch2][C][=C][Ring1][P][=N][C][=N][C][=C][C][=C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][C][=C][Ring2][Ring2][Ring2][Ring1][=C]
c1(C)cc(Nc2ncnc3c2cc(NC2=NC(C)(C)CO2)cc3)ccc1Oc1cc2n(ncn2)cc1,[C][Branch1][C][C][=C][C][Branch2][Ring1][S][N][C][=N][C][=N][C][=C][Ring1][=Branch1][C][=C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][C][=C][Ring1][=C][=C][C][=C][Ring2][Ring1][#Branch2][O][C][=C][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C][=C][Ring1][=Branch2]
n12c(cc(Oc3c(C)cc(Nc4c5c(ncn4)ccc(NC4=NC(C)(C)CO4)c5)cc3)cc1)ncn2,[N][C][Branch2][Branch1][N][C][=C][Branch2][Branch1][C][O][C][=C][Branch1][C][C][C][=C][Branch2][Ring2][C][N][C][=C][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][C][=C][C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][=C][Ring1][P][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P][=N][C][=N][Ring2][Ring2][Ring2]
c12ncnc(Nc3cc(C)c(Oc4ccn5ncnc5c4)cc3)c1cc(NC1=NC(C)(C)CO1)cc2,[C][=N][C][=N][C][Branch2][Ring1][=N][N][C][=C][C][Branch1][C][C][=C][Branch1][#C][O][C][C][=C][N][N][=C][N][=C][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][Ring1][P][=C][Ring2][Ring1][Branch2][C][=C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][C][=C][Ring2][Ring2][Ring2]
c12c(c(Nc3ccc(Oc4cc5ncnn5cc4)c(C)c3)ncn1)cc(NC1=NC(C)(C)CO1)cc2,[C][C][=Branch2][Ring2][#Branch1][=C][Branch2][Ring1][=N][N][C][=C][C][=C][Branch1][#C][O][C][=C][C][=N][C][=N][N][Ring1][Branch1][C][=C][Ring1][=Branch2][C][Branch1][C][C][=C][Ring1][P][N][=C][N][=Ring2][Ring1][Branch2][C][=C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][C][=C][Ring2][Ring2][Ring2]
O1CC(C)(C)N=C1Nc1ccc2ncnc(Nc3ccc(Oc4ccn5c(ncn5)c4)c(C)c3)c2c1,[O][C][C][Branch1][C][C][Branch1][C][C][N][=C][Ring1][#Branch1][N][C][=C][C][=C][N][=C][N][=C][Branch2][Ring1][#C][N][C][=C][C][=C][Branch1][P][O][C][C][=C][N][C][=Branch1][=Branch1][=N][C][=N][Ring1][Branch1][C][=Ring1][=Branch2][C][Branch1][C][C][=C][Ring1][P][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N]
O1CC(C)(C)N=C1Nc1ccc2ncnc(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)c2c1,[O][C][C][Branch1][C][C][Branch1][C][C][N][=C][Ring1][#Branch1][N][C][=C][C][=C][N][=C][N][=C][Branch2][Ring1][=N][N][C][=C][C][=C][Branch1][#C][O][C][C][=C][N][N][=C][N][=C][Ring1][Branch1][C][=Ring1][=Branch2][C][Branch1][C][C][=C][Ring1][P][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N]
O1C(Nc2cc3c(Nc4cc(C)c(Oc5cc6n(cc5)ncn6)cc4)ncnc3cc2)=NC(C)(C)C1,[O][C][Branch2][Branch1][Ring1][N][C][=C][C][=C][Branch2][Ring1][#C][N][C][=C][C][Branch1][C][C][=C][Branch1][P][O][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][N][=Ring1][#Branch1][C][=C][Ring1][P][N][=C][N][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][N][=N][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring2][Ring2]
C1OC(Nc2ccc3ncnc(Nc4cc(C)c(Oc5cc6ncnn6cc5)cc4)c3c2)=NC1(C)C,[C][O][C][Branch2][Ring2][P][N][C][=C][C][=C][N][=C][N][=C][Branch2][Ring1][=N][N][C][=C][C][Branch1][C][C][=C][Branch1][#C][O][C][=C][C][=N][C][=N][N][Ring1][Branch1][C][=C][Ring1][=Branch2][C][=C][Ring1][P][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][=N][C][Ring2][Ring2][C][Branch1][C][C][C]
N(c1ccc(Oc2ccn3c(ncn3)c2)c(C)c1)c1c2cc(NC3=NC(C)(C)CO3)ccc2ncn1,[N][Branch2][Ring1][=C][C][=C][C][=C][Branch1][P][O][C][C][=C][N][C][=Branch1][=Branch1][=N][C][=N][Ring1][Branch1][C][=Ring1][=Branch2][C][Branch1][C][C][=C][Ring1][P][C][=C][C][=C][Branch1][#C][N][C][=N][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#Branch1][C][=C][C][Ring1][=C][=N][C][=N][Ring2][Ring1][C]
C(C)(C)(C)[C@@H]1NC(=O)O[C@@H]2C[C@H]2CCCCC(F)(F)c2c(nc3cc(OC)ccc3n2)O[C@H]2CN(C1=O)[C@H](C(N[C@]1(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]1C(C)C)=O)[C@@H]2CC,[C][Branch1][C][C][Branch1][C][C][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][O][C@@H1][C][C@H1][Ring1][Ring1][C][C][C][C][C][Branch1][C][F][Branch1][C][F][C][=C][Branch1][P][N][=C][C][=C][Branch1][Ring1][O][C][C][=C][C][Ring1][Branch2][=N][Ring1][N][O][C@H1][C][N][Branch1][=Branch1][C][Ring2][Ring1][S][=O][C@H1][Branch2][Ring2][Branch2][C][Branch2][Ring2][Ring1][N][C@][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][C][C][C][Ring1][Ring2][C][C@H1][Ring1][=N][C][Branch1][C][C][C][=O][C@@H1][Ring2][Ring1][#Branch2][C][C]
C1CCC(F)(F)c2nc3c(nc2O[C@H]2CN([C@H](C(=O)N[C@]4(C(NS(=O)(=O)C5(C)CC5)=O)C[C@H]4C(C)C)[C@@H]2CC)C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]2C[C@H]2C1)cc(OC)cc3,[C][C][C][C][Branch1][C][F][Branch1][C][F][C][=N][C][=C][Branch2][#Branch1][#Branch2][N][=C][Ring1][=Branch1][O][C@H1][C][N][Branch2][Ring2][P][C@H1][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C@][Branch2][Ring1][Branch1][C][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][C][C][C][Ring1][Ring2][=O][C][C@H1][Ring1][=N][C][Branch1][C][C][C][C@@H1][Ring2][Ring1][Branch2][C][C][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C@@H1][C][C@H1][Ring1][Ring1][C][Ring2][Branch1][=Branch1][C][=C][Branch1][Ring1][O][C][C][=C][Ring2][Branch1][Ring2]
[C@@H]1(C(C)C)C[C@]1(NC(=O)[C@@H]1[C@H](CC)[C@H]2Oc3c(nc4ccc(OC)cc4n3)C(F)(F)CCCC[C@H]3[C@H](OC(=O)N[C@@H](C(C)(C)C)C(=O)N1C2)C3)C(=O)NS(C1(C)CC1)(=O)=O,[C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][C@][Ring1][=Branch1][Branch2][#Branch1][C][N][C][=Branch1][C][=O][C@@H1][C@H1][Branch1][Ring1][C][C][C@H1][O][C][=C][Branch1][P][N][=C][C][=C][C][Branch1][Ring1][O][C][=C][C][Ring1][Branch2][=N][Ring1][N][C][Branch1][C][F][Branch1][C][F][C][C][C][C][C@H1][C@H1][Branch2][Ring1][=C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][Ring2][C][Ring1][S][C][=Branch1][C][=O][N][S][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=Branch1][C][=O][=O]
C1[C@@H](C(C)C)[C@]1(C(=O)NS(=O)(C1(C)CC1)=O)NC([C@H]1N2C[C@H](Oc3nc4cc(OC)ccc4nc3C(F)(F)CCCC[C@@H]3C[C@H]3OC(=O)N[C@@H](C(C)(C)C)C2=O)[C@H]1CC)=O,[C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C@][Ring1][=Branch1][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=O][N][C][Branch2][=Branch1][#Branch1][C@H1][N][C][C@H1][Branch2][Branch1][#Branch2][O][C][=N][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N][=C][Ring1][N][C][Branch1][C][F][Branch1][C][F][C][C][C][C][C@@H1][C][C@H1][Ring1][Ring1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring2][=O][C@H1][Ring2][Ring2][#Branch1][C][C][=O]
C1N2[C@H](C(=O)N[C@]3(C(=O)NS(=O)(C4(C)CC4)=O)C[C@H]3C(C)C)[C@H](CC)[C@H]1Oc1nc3c(nc1C(F)(F)CCCC[C@H]1[C@H](OC(=O)N[C@@H](C(C)(C)C)C2=O)C1)ccc(OC)c3,[C][N][C@H1][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C@][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=O][C][C@H1][Ring1][=N][C][Branch1][C][C][C][C@H1][Branch1][Ring1][C][C][C@H1][Ring2][Ring1][#Branch2][O][C][=N][C][=C][Branch2][Ring2][=C][N][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][C][C][C][C][C@H1][C@H1][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Branch1][Ring1][=O][C][Ring1][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#C]
C1[C@H]2OC(=O)N[C@@H](C(C)(C)C)C(=O)N3C[C@H](Oc4c(nc5ccc(OC)cc5n4)C(F)(F)CCCC[C@H]12)[C@@H](CC)[C@H]3C(=O)N[C@]1(C(=O)NS(=O)(C2(C)CC2)=O)C[C@H]1C(C)C,[C][C@H1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring2][Branch2][O][C][=C][Branch1][P][N][=C][C][=C][C][Branch1][Ring1][O][C][=C][C][Ring1][Branch2][=N][Ring1][N][C][Branch1][C][F][Branch1][C][F][C][C][C][C][C@H1][Ring2][Ring2][Branch1][Ring2][Ring2][Ring2][C@@H1][Branch1][Ring1][C][C][C@H1][Ring2][Ring1][N][C][=Branch1][C][=O][N][C@][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=O][C][C@H1][Ring1][=N][C][Branch1][C][C][C]
FC1(F)CCCC[C@H]2[C@H](OC(=O)N[C@@H](C(C)(C)C)C(=O)N3C[C@@H]([C@@H](CC)[C@H]3C(=O)N[C@@]3(C(NS(C4(C)CC4)(=O)=O)=O)[C@H](C(C)C)C3)Oc3nc4cc(OC)ccc4nc31)C2,[F][C][Branch1][C][F][C][C][C][C][C@H1][C@H1][Branch2][Branch2][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C@@H1][Branch2][Ring2][P][C@@H1][Branch1][Ring1][C][C][C@H1][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@][Branch2][Ring1][Branch1][C][Branch1][P][N][S][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=Branch1][C][=O][=O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][S][O][C][=N][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N][=C][Ring1][N][Ring2][Branch1][#Branch2][C][Ring2][Branch1][Branch1]
FC1(F)CCCC[C@H]2[C@H](OC(=O)N[C@@H](C(C)(C)C)C(=O)N3C[C@H](Oc4nc5c(nc41)ccc(OC)c5)[C@@H](CC)[C@H]3C(=O)N[C@@]1(C(=O)NS(C3(C)CC3)(=O)=O)[C@H](C(C)C)C1)C2,[F][C][Branch1][C][F][C][C][C][C][C@H1][C@H1][Branch2][Branch2][Branch1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring1][=Branch2][O][C][=N][C][=C][Branch1][Branch2][N][=C][Ring1][=Branch1][Ring2][Ring1][=N][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C@@H1][Branch1][Ring1][C][C][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][N][C@@][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=Branch1][C][=O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][S][C][Ring2][Branch1][Branch1]
C1(F)(F)c2nc3ccc(OC)cc3nc2O[C@H]2CN([C@H](C(=O)N[C@@]3(C(NS(C4(C)CC4)(=O)=O)=O)[C@H](C(C)C)C3)[C@@H]2CC)C(=O)[C@H](C(C)(C)C)NC(=O)O[C@H]2[C@@H](C2)CCCC1,[C][Branch1][C][F][Branch1][C][F][C][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][=C][Ring1][N][O][C@H1][C][N][Branch2][Branch1][Ring1][C@H1][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C@@][Branch2][Ring1][Branch1][C][Branch1][P][N][S][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=Branch1][C][=O][=O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][S][C@@H1][Ring2][Ring1][Branch2][C][C][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C@H1][C@@H1][Branch1][Ring2][C][Ring1][Ring1][C][C][C][C][Ring2][Branch1][N]
N1[C@@H](C(C)(C)C)C(=O)N2[C@H](C(=O)N[C@@]3(C(=O)NS(C4(C)CC4)(=O)=O)[C@H](C(C)C)C3)[C@H](CC)[C@@H](Oc3nc4cc(OC)ccc4nc3C(F)(F)CCCC[C@@H]3C[C@H]3OC1=O)C2,[N][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C@@][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][Branch1][=Branch2][C][Branch1][C][C][C][C][Ring1][Ring2][=Branch1][C][=O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][S][C@H1][Branch1][Ring1][C][C][C@@H1][Branch2][Ring2][#Branch2][O][C][=N][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N][=C][Ring1][N][C][Branch1][C][F][Branch1][C][F][C][C][C][C][C@@H1][C][C@H1][Ring1][Ring1][O][C][Ring2][Branch1][#Branch2][=O][C][Ring2][Branch1][Ring2]
c1c(Cl)ccc(NC(=O)[C@H](C)C2CCC(c3c4c(ccc(F)c4)ncc3)CC2)c1,[C][=C][Branch1][C][Cl][C][=C][C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][C][C][C][C][Branch2][Ring1][Ring2][C][=C][C][Branch1][#Branch2][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][C][=C][Ring1][O][C][C][Ring1][P][=C][Ring2][Ring1][=N]
n1c2ccc(F)cc2c(C2CCC([C@H](C(Nc3ccc(Cl)cc3)=O)C)CC2)cc1,[N][=C][C][=C][C][Branch1][C][F][=C][C][Ring1][#Branch1][=C][Branch2][Ring1][P][C][C][C][C][Branch2][Ring1][Branch1][C@H1][Branch1][P][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=O][C][C][C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=N]
[C@@H](C)(C1CCC(c2ccnc3ccc(F)cc32)CC1)C(=O)Nc1ccc(Cl)cc1,[C@@H1][Branch1][C][C][Branch2][Ring1][=N][C][C][C][C][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Ring1][O][C][C][Ring1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
c1cc(NC([C@H](C)C2CCC(c3ccnc4ccc(F)cc43)CC2)=O)ccc1Cl,[C][=C][C][Branch2][Ring2][#Branch1][N][C][Branch2][Ring1][P][C@H1][Branch1][C][C][C][C][C][C][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Ring1][O][C][C][Ring1][P][=O][=C][C][=C][Ring2][Ring1][N][Cl]
C1(c2ccnc3c2cc(F)cc3)CCC([C@@H](C)C(Nc2ccc(Cl)cc2)=O)CC1,[C][Branch2][Ring1][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][C][Branch2][Ring1][Branch1][C@@H1][Branch1][C][C][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][=N]
