Augmented_Smiles,Augmented_Selfies
c1cn(CC2(c3c(Cl)cc(Cl)cc3)OC(COc3ccc(N4CCN(C(C)=O)CC4)cc3)CO2)cn1,[C][=C][N][Branch2][Branch1][Branch2][C][C][Branch1][#C][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][O][C][Branch2][Ring1][N][C][O][C][=C][C][=C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][C][=C][Ring1][#C][C][O][Ring2][Ring1][=C][C][=N][Ring2][Ring2][Ring2]
O1CC(COc2ccc(N3CCN(C(C)=O)CC3)cc2)OC1(Cn1ccnc1)c1c(Cl)cc(Cl)cc1,[O][C][C][Branch2][Ring1][N][C][O][C][=C][C][=C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][C][=C][Ring1][#C][O][C][Ring2][Ring1][=Branch1][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2]
C1CN(C(=O)C)CCN1c1ccc(OCC2OC(c3c(Cl)cc(Cl)cc3)(Cn3ccnc3)OC2)cc1,[C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][N][Ring1][=Branch2][C][=C][C][=C][Branch2][Ring2][Branch1][O][C][C][O][C][Branch1][#C][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][O][C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O]
n1(CC2(c3ccc(Cl)cc3Cl)OCC(COc3ccc(N4CCN(C(C)=O)CC4)cc3)O2)ccnc1,[N][Branch2][Branch1][=Branch1][C][C][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][C][C][Branch2][Ring1][N][C][O][C][=C][C][=C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][C][=C][Ring1][#C][O][Ring2][Ring1][=C][C][=C][N][=C][Ring2][Ring2][Ring2]
c1n(CC2(c3ccc(Cl)cc3Cl)OCC(COc3ccc(N4CCN(C(=O)C)CC4)cc3)O2)cnc1,[C][N][Branch2][Branch1][=Branch1][C][C][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][C][C][Branch2][Ring1][N][C][O][C][=C][C][=C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][=Branch2][C][=C][Ring1][#C][O][Ring2][Ring1][=C][C][=N][C][=Ring2][Ring2][Ring2]
Clc1cc(Cl)c(C2(Cn3ccnc3)OCC(COc3ccc(N4CCN(C(=O)C)CC4)cc3)O2)cc1,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch2][Ring2][P][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][O][C][C][Branch2][Ring1][N][C][O][C][=C][C][=C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][=Branch2][C][=C][Ring1][#C][O][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring1]
C1(=O)C2(CCCC2)N=C(CCCC)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][=C][Branch1][Branch1][C][C][C][C][N][Ring1][=C][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Ring1][P]
C(N1C(CCCC)=NC2(C1=O)CCCC2)c1ccc(-c2ccccc2-c2n[nH]nn2)cc1,[C][Branch2][Ring1][#Branch1][N][C][Branch1][Branch1][C][C][C][C][=N][C][Branch1][Branch1][C][Ring1][=Branch2][=O][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][NH1][N][=N][Ring1][Branch1][C][=C][Ring1][P]
c1(-c2ccc(CN3C(=O)C4(CCCC4)N=C3CCCC)cc2)c(-c2n[nH]nn2)cccc1,[C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][=C][Ring1][#Branch2][C][C][C][C][C][=C][Ring2][Ring1][Branch1][=C][Branch1][Branch2][C][=N][NH1][N][=N][Ring1][Branch1][C][=C][C][=C][Ring2][Ring1][S]
c1c(-c2nn[nH]n2)c(-c2ccc(CN3C(CCCC)=NC4(CCCC4)C3=O)cc2)ccc1,[C][=C][Branch1][Branch2][C][N][=N][NH1][N][=Ring1][Branch1][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][Branch1][Branch1][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][Ring1][=N][=O][C][=C][Ring2][Ring1][Branch1][=C][C][=C][Ring2][Ring1][S]
C1(=O)N(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)C(CCCC)=NC12CCCC2,[C][=Branch1][C][=O][N][Branch2][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][=N][NH1][N][=N][Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P][C][Branch1][Branch1][C][C][C][C][=N][C][Ring2][Ring1][N][C][C][C][C][Ring1][Branch1]
N1=C(CCCC)N(Cc2ccc(-c3c(-c4nn[nH]n4)cccc3)cc2)C(=O)C12CCCC2,[N][=C][Branch1][Branch1][C][C][C][C][N][Branch2][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P][C][=Branch1][C][=O][C][Ring2][Ring1][N][C][C][C][C][Ring1][Branch1]
N1=C(CCCC)N(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)C(=O)C12CCCC2,[N][=C][Branch1][Branch1][C][C][C][C][N][Branch2][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][=N][NH1][N][=N][Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P][C][=Branch1][C][=O][C][Ring2][Ring1][N][C][C][C][C][Ring1][Branch1]
c1(-c2ccc(CN3C(=O)C4(CCCC4)N=C3CCCC)cc2)ccccc1-c1nn[nH]n1,[C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][=C][Ring1][#Branch2][C][C][C][C][C][=C][Ring2][Ring1][Branch1][=C][C][=C][C][=C][Ring2][Ring1][O][C][N][=N][NH1][N][=Ring1][Branch1]
c1(-c2ccc(CN3C(=O)C4(CCCC4)N=C3CCCC)cc2)c(-c2nn[nH]n2)cccc1,[C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][=C][Ring1][#Branch2][C][C][C][C][C][=C][Ring2][Ring1][Branch1][=C][Branch1][Branch2][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][C][=C][Ring2][Ring1][S]
C1(CCCC)=NC2(CCCC2)C(=O)N1Cc1ccc(-c2c(-c3nn[nH]n3)cccc2)cc1,[C][Branch1][Branch1][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P]
C(C[C@@]1(C2CCCC2)OC(=O)C(Cc2nn3c(n2)nc(C)cc3C)=C(O)C1)c1cc(CC)nc(CC)c1,[C][Branch2][Ring2][P][C][C@@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][O][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][=N][N][C][=Branch1][Ring2][=N][Ring1][Branch1][N][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][=C][Branch1][C][O][C][Ring2][Ring1][=Branch2][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2]
c1(C)cc(C)n2c(n1)nc(CC1=C(O)C[C@](CCc3cc(CC)nc(CC)c3)(C3CCCC3)OC1=O)n2,[C][Branch1][C][C][C][=C][Branch1][C][C][N][C][Branch1][Ring2][N][=Ring1][Branch2][=N][C][Branch2][Ring2][=N][C][C][=C][Branch1][C][O][C][C@][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][O][C][Ring2][Ring1][Branch2][=O][=N][Ring2][Ring1][S]
C1(O)=C(Cc2nn3c(C)cc(C)nc3n2)C(=O)O[C@@](CCc2cc(CC)nc(CC)c2)(C2CCCC2)C1,[C][Branch1][C][O][=C][Branch2][Ring1][Branch1][C][C][=N][N][C][Branch1][C][C][=C][C][Branch1][C][C][=N][C][Ring1][Branch2][=N][Ring1][O][C][=Branch1][C][=O][O][C@@][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][Ring2][Ring2][Branch1]
C(Cc1cc(CC)nc(CC)c1)[C@]1(C2CCCC2)CC(O)=C(Cc2nc3n(n2)c(C)cc(C)n3)C(=O)O1,[C][Branch2][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][C@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][C][Branch1][C][O][=C][Branch2][Ring1][#Branch1][C][C][N][=C][N][Branch1][Ring2][N][=Ring1][Branch1][C][Branch1][C][C][=C][C][Branch1][C][C][=N][Ring1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring1][=Branch2]
Cc1cc(C)n2c(nc(CC3=C(O)C[C@@](C4CCCC4)(CCc4cc(CC)nc(CC)c4)OC3=O)n2)n1,[C][C][C][=C][Branch1][C][C][N][C][=Branch2][Branch1][=Branch1][=N][C][Branch2][Ring2][=N][C][C][=C][Branch1][C][O][C][C@@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][O][C][Ring2][Ring1][Branch2][=O][=N][Ring2][Ring1][#C][N][=Ring2][Ring2][Ring2]
C(c1nn2c(C)cc(C)nc2n1)C1=C(O)C[C@](CCc2cc(CC)nc(CC)c2)(C2CCCC2)OC1=O,[C][Branch2][Ring1][Ring2][C][=N][N][C][Branch1][C][C][=C][C][Branch1][C][C][=N][C][Ring1][Branch2][=N][Ring1][O][C][=C][Branch1][C][O][C][C@][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][O][C][Ring2][Ring1][Branch2][=O]
C1[C@@](C2CCCC2)(CCc2cc(CC)nc(CC)c2)OC(=O)C(Cc2nn3c(C)cc(C)nc3n2)=C1O,[C][C@@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][=N][N][C][Branch1][C][C][=C][C][Branch1][C][C][=N][C][Ring1][Branch2][=N][Ring1][O][=C][Ring2][Ring2][Ring2][O]
CCc1cc(CC[C@@]2(C3CCCC3)OC(=O)C(Cc3nc4nc(C)cc(C)n4n3)=C(O)C2)cc(CC)n1,[C][C][C][=C][C][Branch2][Branch1][C][C][C][C@@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][O][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][N][=C][N][=C][Branch1][C][C][C][=C][Branch1][C][C][N][Ring1][Branch2][N][=Ring1][O][=C][Branch1][C][O][C][Ring2][Ring1][=Branch2][=C][C][Branch1][Ring1][C][C][=N][Ring2][Ring2][Ring1]
C1[C@@](C2CCCC2)(CCc2cc(CC)nc(CC)c2)OC(=O)C(Cc2nc3nc(C)cc(C)n3n2)=C1O,[C][C@@][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][N][=C][N][=C][Branch1][C][C][C][=C][Branch1][C][C][N][Ring1][Branch2][N][=Ring1][O][=C][Ring2][Ring2][Ring2][O]
C1([C@]2(CCc3cc(CC)nc(CC)c3)OC(=O)C(Cc3nc4n(c(C)cc(C)n4)n3)=C(O)C2)CCCC1,[C][Branch2][Branch1][=C][C@][Branch2][Ring1][Ring1][C][C][C][=C][C][Branch1][Ring1][C][C][=N][C][Branch1][Ring1][C][C][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch1][C][C][N][=C][N][Branch1][=N][C][Branch1][C][C][=C][C][Branch1][C][C][=N][Ring1][Branch2][N][=Ring1][O][=C][Branch1][C][O][C][Ring2][Ring1][S][C][C][C][C][Ring2][Ring2][Branch1]
c1(NC(=O)c2ccccc2OC(=O)C)sc([N+](=O)[O-])cn1,[C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][S][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=Ring2][Ring1][Branch1]
C(C)(=O)Oc1ccccc1C(Nc1sc([N+]([O-])=O)cn1)=O,[C][Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][S][N][C][S][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][N][=Ring1][Branch2][=O]
CC(=O)Oc1c(C(=O)Nc2sc([N+](=O)[O-])cn2)cccc1,[C][C][=Branch1][C][=O][O][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][S][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=Ring1][Branch2][C][=C][C][=C][Ring1][P]
c1c(C(Nc2sc([N+]([O-])=O)cn2)=O)c(OC(C)=O)ccc1,[C][=C][Branch2][Ring1][Ring2][C][Branch1][S][N][C][S][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][N][=Ring1][Branch2][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][=C][C][=C][Ring2][Ring1][Branch1]
[N+]([O-])(=O)c1cnc(NC(=O)c2ccccc2OC(C)=O)s1,[N+1][Branch1][C][O-1][=Branch1][C][=O][C][=C][N][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O][S][Ring2][Ring1][C]
O(C(C)=O)c1c(C(Nc2sc([N+](=O)[O-])cn2)=O)cccc1,[O][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Branch2][Ring1][Ring2][C][Branch1][S][N][C][S][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=Ring1][Branch2][=O][C][=C][C][=C][Ring1][P]
O(c1c(C(=O)Nc2ncc([N+]([O-])=O)s2)cccc1)C(=O)C,[O][Branch2][Ring1][#C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][S][Ring1][Branch2][C][=C][C][=C][Ring1][P][C][=Branch1][C][=O][C]
n1cc([N+](=O)[O-])sc1NC(=O)c1ccccc1OC(=O)C,[N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][S][C][=Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C]
s1c([N+](=O)[O-])cnc1NC(=O)c1ccccc1OC(=O)C,[S][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C]
c1(OC(=O)C)c(C(=O)Nc2sc([N+]([O-])=O)cn2)cccc1,[C][Branch1][#Branch1][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][S][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][N][=Ring1][Branch2][C][=C][C][=C][Ring2][Ring1][Branch1]
c1ccccc1O[P@](OC[C@@H]1[C@@H](OC(=O)C(C)C)[C@@](C)(O)[C@](C#N)(c2n3ncnc(N)c3cc2)O1)(=O)N[C@@H](C)C(OC(C)C)=O,[C][=C][C][=C][C][=C][Ring1][=Branch1][O][P@][Branch2][Branch1][Ring1][O][C][C@@H1][C@@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@@][Branch1][C][C][Branch1][C][O][C@][Branch1][Ring1][C][#N][Branch1][P][C][N][N][=C][N][=C][Branch1][C][N][C][Ring1][#Branch1][=C][C][=Ring1][#Branch2][O][Ring2][Ring1][=Branch2][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=O]
c1cc2c(N)ncnn2c1[C@@]1(C#N)[C@@](O)(C)[C@H](OC(=O)C(C)C)[C@@H](CO[P@](Oc2ccccc2)(N[C@@H](C)C(=O)OC(C)C)=O)O1,[C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch1][C][=Ring1][#Branch2][C@@][Branch1][Ring1][C][#N][C@@][Branch1][C][O][Branch1][C][C][C@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][P][C][O][P@][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][S][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][=O][O][Ring2][Ring2][Ring1]
c1cc([C@]2(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](OC(=O)C(C)C)[C@@]2(C)O)n2ncnc(N)c12,[C][C][=C][Branch2][Branch1][S][C@][Branch1][Ring1][C][#N][O][C@H1][Branch2][Ring1][P][C][O][P@@][=Branch1][C][=O][Branch1][S][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@@][Ring2][Ring1][P][Branch1][C][C][O][N][N][=C][N][=C][Branch1][C][N][C][=Ring2][Ring2][=N][Ring1][#Branch1]
c1cc([C@@]2(C#N)[C@@](O)(C)[C@H](OC(=O)C(C)C)[C@@H](CO[P@](=O)(Oc3ccccc3)N[C@@H](C)C(OC(C)C)=O)O2)n2c1c(N)ncn2,[C][C][=C][Branch2][=Branch1][C][C@@][Branch1][Ring1][C][#N][C@@][Branch1][C][O][Branch1][C][C][C@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][P][C][O][P@][=Branch1][C][=O][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@@H1][Branch1][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=O][O][Ring2][Ring2][Ring1][N][C][=Ring2][Ring2][Branch2][C][Branch1][C][N][=N][C][=N][Ring1][#Branch1]
c1(O[P@@](N[C@@H](C)C(=O)OC(C)C)(=O)OC[C@H]2O[C@](c3ccc4c(N)ncnn34)(C#N)[C@](C)(O)[C@@H]2OC(=O)C(C)C)ccccc1,[C][Branch2][=Branch1][#Branch1][O][P@@][Branch1][S][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C@H1][O][C@][Branch1][P][C][=C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch2][Ring1][#Branch1][Branch1][Ring1][C][#N][C@][Branch1][C][C][Branch1][C][O][C@@H1][Ring2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring2][Ring2][=N]
[C@H](N[P@@](=O)(Oc1ccccc1)OC[C@@H]1[C@@H](OC(=O)C(C)C)[C@](O)(C)[C@](C#N)(c2ccc3c(N)ncnn23)O1)(C)C(=O)OC(C)C,[C@H1][Branch2][=Branch1][Ring1][N][P@@][=Branch1][C][=O][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@@H1][C@@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@][Branch1][C][O][Branch1][C][C][C@][Branch1][Ring1][C][#N][Branch1][P][C][=C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch2][Ring1][#Branch1][O][Ring2][Ring1][=Branch2][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
c1(O[P@@](N[C@@H](C)C(=O)OC(C)C)(=O)OC[C@@H]2[C@@H](OC(C(C)C)=O)[C@](O)(C)[C@](C#N)(c3ccc4c(N)ncnn34)O2)ccccc1,[C][Branch2][=Branch1][=Branch2][O][P@@][Branch1][S][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C@@H1][C@@H1][Branch1][O][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=O][C@][Branch1][C][O][Branch1][C][C][C@][Branch1][Ring1][C][#N][Branch1][P][C][=C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch2][Ring1][#Branch1][O][Ring2][Ring1][=Branch2][=C][C][=C][C][=C][Ring2][Ring2][=N]
CC(C(=O)O[C@@H]1[C@@H](CO[P@](Oc2ccccc2)(N[C@@H](C)C(OC(C)C)=O)=O)O[C@@](C#N)(c2ccc3c(N)ncnn32)[C@]1(C)O)C,[C][C][Branch2][=Branch1][O][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring1][P][C][O][P@][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][S][N][C@@H1][Branch1][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=O][=O][O][C@@][Branch1][Ring1][C][#N][Branch1][P][C][=C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch1][Ring1][#Branch2][C@][Ring2][Ring2][Branch1][Branch1][C][C][O][C]
c1(O[P@](=O)(N[C@H](C(OC(C)C)=O)C)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn43)[C@](C)(O)[C@@H]2OC(=O)C(C)C)ccccc1,[C][Branch2][=Branch1][#Branch1][O][P@][=Branch1][C][=O][Branch1][S][N][C@H1][Branch1][O][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=O][C][O][C][C@H1][O][C@@][Branch1][Ring1][C][#N][Branch1][P][C][=C][C][=C][C][Branch1][C][N][=N][C][=N][N][Ring1][#Branch1][Ring1][#Branch2][C@][Branch1][C][C][Branch1][C][O][C@@H1][Ring2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring2][Ring2][=N]
c1(N)ncnn2c([C@]3(C#N)O[C@H](CO[P@@](N[C@H](C(OC(C)C)=O)C)(Oc4ccccc4)=O)[C@@H](OC(=O)C(C)C)[C@@]3(C)O)ccc12,[C][Branch1][C][N][=N][C][=N][N][C][Branch2][Branch1][S][C@][Branch1][Ring1][C][#N][O][C@H1][Branch2][Ring1][P][C][O][P@@][Branch1][S][N][C@H1][Branch1][O][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=O][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C@@H1][Branch1][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C@@][Ring2][Ring1][P][Branch1][C][C][O][=C][C][=C][Ring2][Ring2][=N][Ring2][Ring2][Branch2]
N(c1ccc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1)c1cnc(C(F)(F)F)cc1,[N][Branch2][Ring2][#Branch1][C][=C][C][=C][Branch2][Ring1][O][C][=C][C][=C][Branch1][P][C@H1][C][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][Ring1][#Branch2][C][=C][Ring1][S][N][=C][Ring2][Ring1][=Branch1][C][=C][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2]
c1cc(Nc2ccc(C(F)(F)F)nc2)cnc1-c1ccc([C@H]2CC[C@H](CC(O)=O)CC2)cc1,[C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][N][=C][Ring1][#Branch2][=C][N][=C][Ring1][P][C][=C][C][=C][Branch1][P][C@H1][C][C][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][C][Ring1][#Branch2][C][=C][Ring1][S]
c1(-c2ccc([C@H]3CC[C@H](CC(O)=O)CC3)cc2)ccc(Nc2cnc(C(F)(F)F)cc2)cn1,[C][Branch2][Ring1][O][C][=C][C][=C][Branch1][P][C@H1][C][C][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][C][Ring1][#Branch2][C][=C][Ring1][S][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=N][Ring2][Ring1][P]
c1cc([C@H]2CC[C@H](CC(O)=O)CC2)ccc1-c1ncc(Nc2ccc(C(F)(F)F)nc2)cc1,[C][=C][C][Branch1][P][C@H1][C][C][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][C][Ring1][#Branch2][=C][C][=C][Ring1][S][C][=N][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][N][=C][Ring1][#Branch2][C][=C][Ring1][P]
n1c(C(F)(F)F)ccc(Nc2cnc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)cc2)c1,[N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][Branch2][Ring2][Branch2][N][C][=C][N][=C][Branch2][Ring1][O][C][=C][C][=C][Branch1][P][C@H1][C][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][Ring1][#Branch2][C][=C][Ring1][S][C][=C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][P]
